date,id_user
2021-11-25,3487053393
2021-11-25,221550463
2021-11-25,759181254
2021-11-25,3991144820
2021-12-03,2310171327
2021-12-03,3682374619
2021-09-04,3323737410
2021-09-04,981581539
2021-10-23,2640868348
2021-10-23,1438349191
2021-11-25,636013473
2021-12-04,2476217020
2021-12-05,1393245062
2021-12-05,2606657369
2021-11-19,2334921009
2021-11-28,2347503636
2021-11-28,1481230810
2021-10-23,3992552036
2021-12-03,70328006
2021-12-01,2640868348
2021-10-08,3967836994
2021-10-08,3189258582
2021-11-19,4234459911
2021-11-19,713962320
2021-11-19,70328006
2021-11-28,2393718524
2021-11-28,396056335
2021-12-03,2197178651
2021-09-03,1776002721
2021-11-11,2640868348
2021-12-05,3774201928
2021-11-11,2135987417
2021-10-09,1012429227
2021-11-28,1403413445
2021-09-03,368933750
2021-09-03,3798373862
2021-09-03,731255196
2021-09-04,2153312610
2021-11-19,348025441
2021-11-19,4052657229
2021-10-22,2310171327
2021-10-22,2072698057
2021-11-17,1982898155
2021-12-01,981359805
2021-11-24,3314824216
2021-11-27,349593643
2021-12-04,3694291896
2021-11-12,881212294
2021-11-12,1191847927
2021-11-12,4189617822
2021-10-09,2832702733
2021-11-24,259802192
2021-12-05,4267718926
2021-12-05,1257131621
2021-09-18,34271522
2021-11-26,4102576193
2021-11-26,4168448025
2021-09-04,3064613869
2021-11-11,4228530533
2021-11-11,2515731225
2021-11-11,1982898155
2021-12-04,364622757
2021-12-08,1540234849
2021-10-15,2823516020
2021-11-25,3087285260
2021-10-08,814939218
2021-11-12,2393718524
2021-11-12,1982898155
2021-11-03,3170152964
2021-12-04,1744415532
2021-11-14,2505735973
2021-11-06,1432530003
2021-11-06,4098430024
2021-09-08,376111419
2021-12-04,361903576
2021-09-18,2532667623
2021-11-05,2310171327
2021-11-05,1084045055
2021-10-09,3631451972
2021-12-04,3179506495
2021-10-07,1821934848
2021-12-04,2763066827
2021-11-28,3992552036
2021-11-28,3754713579
2021-10-02,3100151375
2021-10-02,771217954
2021-11-18,3401269736
2021-09-16,551338464
2021-09-16,2136293460
2021-10-16,2788765605
2021-10-20,3189258582
2021-09-10,1446754848
2021-09-10,4014506191
2021-12-04,3759324376
2021-12-04,2137348209
2021-12-04,434206983
2021-09-08,4228061305
2021-11-25,2826116955
2021-11-25,2137348209
2021-12-02,3682374619
2021-10-10,938599162
2021-09-17,1673241576
2021-11-10,1662048549
2021-11-10,3991144820
2021-11-10,2548081072
2021-11-26,1681561326
2021-11-26,4278143037
2021-11-26,1372063172
2021-11-26,1634222654
2021-10-27,3827367120
2021-10-27,3503929960
2021-10-14,713962320
2021-09-24,2980324804
2021-09-11,4103112361
2021-11-07,3503929960
2021-11-07,3111725169
2021-11-25,3601937455
2021-09-15,1079285439
2021-10-29,3170152964
2021-09-18,4103112361
2021-10-13,2025563165
2021-11-05,1870588885
2021-09-03,387141112
2021-09-03,1551227442
2021-09-03,3777072884
2021-11-04,4163510935
2021-10-16,4286702716
2021-09-24,3105294006
2021-09-24,3093028798
2021-09-24,2270276174
2021-10-23,4140492522
2021-10-23,2653662184
2021-10-24,2880374858
2021-10-07,2823919895
2021-09-19,2458988696
2021-12-04,3410903532
2021-09-10,2826116955
2021-09-10,376960182
2021-11-24,1808193095
2021-11-24,1067412665
2021-11-13,665585826
2021-09-30,636013473
2021-09-25,537986898
2021-10-17,2925153449
2021-11-25,4161737399
2021-09-04,4074232121
2021-10-01,4268659351
2021-10-01,364622757
2021-09-16,2509777037
2021-09-25,208300108
2021-09-25,3292290622
2021-09-11,1446754848
2021-11-25,2996436029
2021-10-06,3549665424
2021-10-06,2135987417
2021-09-17,2868097643
2021-09-17,4011876987
2021-09-17,4014506191
2021-10-23,3905265668
2021-11-21,2630690999
2021-12-03,2999372845
2021-12-03,2653662184
2021-12-03,4175113586
2021-09-05,3937951891
2021-09-08,2098601394
2021-09-08,3321761856
2021-12-03,1493434704
2021-12-03,2016005491
2021-11-28,4278143037
2021-12-08,1744415532
2021-12-08,1598607837
2021-12-03,981581539
2021-12-02,2025563165
2021-12-02,1900407409
2021-11-13,1132234928
2021-11-20,2606657369
2021-11-20,2723565222
2021-10-23,3297822648
2021-10-03,2299528557
2021-10-03,2156415410
2021-10-03,3218910246
2021-09-29,2456920410
2021-12-04,2507420862
2021-12-01,1900407409
2021-11-05,1797601059
2021-11-05,1821934848
2021-10-22,2741232384
2021-09-03,1879489977
2021-12-08,648977217
2021-11-17,1451801922
2021-11-19,3323737410
2021-11-19,3993833334
2021-12-05,757713722
2021-12-05,1234330718
2021-12-03,3751583460
2021-11-19,2025563165
2021-10-09,605512339
2021-09-03,2861235207
2021-12-05,2299528557
2021-09-26,757713722
2021-09-09,2329785458
2021-11-27,2169773044
2021-11-27,3292290622
2021-09-24,515944248
2021-09-09,3905265668
2021-09-09,3777072884
2021-11-17,2320091416
2021-09-15,963049095
2021-09-15,4175113586
2021-12-05,2784092409
2021-09-05,348025441
2021-09-05,4252953722
2021-09-05,605512339
2021-10-07,2597257697
2021-11-20,1848702873
2021-11-20,3905265668
2021-12-04,1207179044
2021-12-04,1936010211
2021-09-17,2639035098
2021-10-16,3116757378
2021-10-20,1906221404
2021-11-20,3549665424
2021-12-04,922695025
2021-12-04,1454537199
2021-12-04,1067412665
2021-09-15,3297822648
2021-09-15,3049399190
2021-09-15,2922157587
2021-11-05,1191847927
2021-09-23,3064613869
2021-12-05,1971756140
2021-12-05,3292290622
2021-10-28,2126087375
2021-10-28,513559026
2021-11-12,2126087375
2021-11-12,657157824
2021-12-01,2949318218
2021-12-01,4098430024
2021-09-25,922695025
2021-09-25,3260604609
2021-09-25,1906221404
2021-09-19,2692448240
2021-09-19,1338132206
2021-09-19,1558785947
2021-09-29,684638477
2021-10-15,2657066659
2021-10-15,2801475842
2021-12-02,2169773044
2021-11-25,2801475842
2021-12-02,1207179044
